id,category,harga,jumlah_kamar,jumlah_kamar_mandi,luas_garasi,luas_bangunan,luas_lahan,name,link,daerah,lon,lat
LA6335411545523ID,land,307200000,,,,,400,Jual Tanah Di Jalan Provinsi Jalur Wisata Pangalengan,https://www.lamudi.co.id/jual-tanah-di-jalan-provinsi-jalur-wisata-pangalen-166443445373.html,Bandung,107.41667,-6.70639
LA624670D9777BFID,land,137700000,,,,,81, SEGERA BELI  TANAH KAVLING ISTIMEWA HARGA MURAH DI JATIHANDAP BANDUNG TIMUR,https://www.lamudi.co.id/segera-beli-tanah-kavling-istimewa-harga-murah-di-bandung-timur-3.html,Bandung,107.654808,-6.905499
AP634566C97FE70ID,apartment,580000000,2,1,1,49,,Dijual Apartement 2 Bedroom Gateway Pasteur Bandung,https://www.lamudi.co.id/dijual-apartemen-2-bedroom-gateway-pasteur-bandung-166549268141.html,Bandung,107.56311,-6.89121
LA6337F16B204D1ID,land,376200000,,,,,900,Tanah Murah Di Lembang,https://www.lamudi.co.id/tanah-murah-di-lembang-166461066711.html,Bandung,107.40167,-6.80278
HO6160F7E11C848ID,house,481000000,2,1,1,38,81,"Exclusive SEKALI,RUMAH MURAH TANPA DP CICILAN 3 JUTAAN DI CIJAMBE UJUNGBERUNG ",https://www.lamudi.co.id/exclusive-sekali-rumah-murah-tanpa-dp-cicilan-3-jutaan-di-cijambe-ujungberung.html,Bandung,107.705,-6.91
HO629F6991B1E2AID,house,550000000,2,1,1,36,64,Cluster ter MURAAH Arcamanik kota bandung dekat Polsek Arcamanik,https://www.lamudi.co.id/cluster-ter-muraah-arcamanik-kota-bandung-strategis-dekat-polsek-arcamanik.html,Bandung,107.693391,-6.929506
HO624AC00A11918ID,house,650000000,3,2,32,70,74,rumah murah tengah kota bandung cluster ciwastra urban living grand sumarecon,https://www.lamudi.co.id/rumah-murah-tengah-kota-bandung-cluster-ciwastra-urban-living-grand-sumarecon.html,Bandung,107.6654783,-6.9608602
HO628D9F17BD06EID,house,155025000,2,1,,30,60,"Dp 0%, cicilan 900.000 an. arjasari banjaran",https://www.lamudi.co.id/dp-0-cicilan-900-000-an-arjasari-banjaran.html,Bandung,107.64611,-7.055
CO62CD8C3013BD3ID,commercial-1,1300000000,,,,120,100,Ruko gandeng 3 cocok untuk usaha dkt perumahan,https://www.lamudi.co.id/ruko-gandeng-3-cocok-untuk-usaha-dkt-perumahan.html,Bandung,107.71306,-6.92806
HO62997950426BAID,house,170000000,2,1,1,40,60,perumahan di lokasi strategis harga terjangkau fullspek & free desain,https://www.lamudi.co.id/perumahan-di-lokasi-strategis-harga-terjangkau-fullspek-free-desain.html,Bandung,107.59920969056,-7.0047264221139
CO62874386B4220ID,commercial-1,39000000000,,,,1600,1000,"Hotel dijual, area buahbatu bandung harga 39 M nego langsung ke owner",https://www.lamudi.co.id/hotel-dijual-di-buahbatu-bandung-harga-39-m-nego-langsung-ke-owner.html,Bandung,107.62444,-6.81167
HO62F5AB84185BAID,house,2250000000,3,2,3,127,132,Promo diskon 250 jt rumah dago cigadung ,https://www.lamudi.co.id/promo-diskon-250-jt-rumah-dago-cigadung-166026739636.html,Bandung,107.618573,-6.863551
CO6285CCA94C65EID,commercial-1,5999999999,,,,577,298,"Gedung bimbel aktif, butuh segera sampai deal area sayap suci dkt makam pahlawan",https://www.lamudi.co.id/gedung-bimbel-aktif-butuh-segera-sampai-deal-area-sayap-suci-dkt-makam-pahlawan.html,Bandung,107.636448,-6.900264
HO623E877E3323BID,house,365000000,2,1,44,36,84,padasuka rumah murah jatihandap asri ahmad land cicaheum dkt arcamanik antapani,https://www.lamudi.co.id/padasuka-rumah-murah-jatihandap-asri-ahmad-land-cicaheum-dkt-arcamanik-antapani.html,Bandung,108.216744,-7.561604
HO61E6EF547B529ID,house,292000000,2,1,1,30,60,Rumah Sehat Strategis Cicilan Ringan Kopo Katapang Bandung,https://www.lamudi.co.id/jual-rumah-sehat-strategis-dekat-kopo-katapang-bandung.html,Bandung,107.5711827832,-7.0050481468739
HO6368A75D61630ID,house,659780000,2,2,1,47,62,"Rumah Selangkah Puspa Iptek Sundial, IKEA, Water Theme Park, KBP",https://www.lamudi.co.id/rumah-promo-dp-ringan-di-soreang-dekat-tol-soroja-166780297342.html,Bandung,107.467209,-6.844347
HO60651A9993F11ID,house,627700000,2,2,30,52,60,residence 2 lantai di kantor pemasaran villa tropis dago 2 bandung ahmad land,https://www.lamudi.co.id/residence-2-lantai-di-kantor-pemasaran-villa-tropis-dago-2-bandung-ahmad-land.html,Bandung,107.623445,-6.876258
HO5DD3B8898CFE9ID,house,551720000,2,1,1,36,60,Rumah Baru Downslope di Bandung padalarang jayamekar kota baru parahyangan,https://www.lamudi.co.id/rumah-baru-downslope-di-bandung-padalarang-jayamek-165881614493.html,Bandung,107.46597275298,-6.8471061533969
HO625588703093CID,house,385000000,2,1,23,40,63,rumah mewah ready stock indent villa bukit cileunyi bkkbn cimekar bandung,https://www.lamudi.co.id/rumah-mewah-ready-stock-indent-villa-bukit-cileunyi-bkkbn-cimekar-bandung.html,Bandung,107.75278,-6.93889
LA624FE1DC1B3D0ID,land,129000000,,0,,0,76,Kavling siap bangun Paku Haji Cilame Akses  H Gofur Bandung Barat,https://www.lamudi.co.id/kavling-siap-bangun-paku-haji-desa-cilame-akses-dari-h-gofur-bandung-barat-1.html,Bandung,107.52445899146,-6.8583860452733
HO6253ECF11095DID,house,650000000,2,1,,50,73,Rumah Baru di Gedebage Kota Bandung dekat Pintu Tol ,https://www.lamudi.co.id/rumah-baru-di-gedebage-kota-bandung-dekat-pintu-to-165983249978.html,Bandung,107.687404,-6.948904
HO623887A0EED62ID,house,4500000000,7,4,,233,0,RUMAH MEWAH HARGA RAMAH di DAGO BANDUNG,https://www.lamudi.co.id/rumah-mewah-harga-ramah-di-dago-bandung.html,Bandung,107.6212817,-6.9548746
HO629EE045CE8B3ID,house,175000000,2,1,1,36,50,kavling di lokasi strategis di kab bandung harga terjangkau fullspek,https://www.lamudi.co.id/kavling-di-lokasi-strategis-di-kab-bandung-harga-terjangkau-fullspek-1.html,Bandung,107.5980219286,-7.0094256218093
HO5DD26A89AC886ID,house,494240900,2,1,1,34,57,Rumah Baru Di Kabupaten Kota Bandung Cimahi Pasteur Lembang Kolonel Masturi,https://www.lamudi.co.id/rumah-baru-di-kabupaten-kota-bandung-cimahi-pasteu-165950096750.html,Bandung,107.55617381065,-6.8219116502393
HO6202679E7F284ID,house,1450000000,3,3,2,120,102,Rumah Baru di Margahayu Raya,https://www.lamudi.co.id/rimah-baru-di-margahayu-raya.html,Bandung,107.341733,-6.284746
HO635B820C3C012ID,house,650000000,2,1,1,45,72,Rumah Jatihandap Cicaheum Masih Gres Siap Huni,https://www.lamudi.co.id/rumah-jatihandap-cicaheum-masih-gres-siap-huni-166694145243.html,Bandung,107.66679,-6.88966
HO5D97050EE6E56ID,house,445794000,2,1,1,36,72,Jual rumah baru daerah Bandung Padalarang dekat ikea kota baru parahyangan,https://www.lamudi.co.id/jual-rumah-baru-daerah-bandung-padalarang-dekat-ik-165881078521.html,Bandung,107.46300629716,-6.8475504104813
CO6364AB7D8933FID,commercial-1,23000000000,,,,2160,788,DIJUAL CEPAT  RUANG USAHA STRATEGIS di SAYAP SOEKARNO HATTA BANDUNG,https://www.lamudi.co.id/dijual-cepat-ruang-usaha-strategis-di-sayap-soekar-166754188591.html,Bandung,107.63450522899,-6.9477025458151
HO636663FB5214AID,house,1500000000,3,2,,100,128,Rumah MURAH Kmp Bentang Asri Syp Martanegara Turangga Buah Batu [L362],https://www.lamudi.co.id/rumah-murah-kmp-bentang-asri-syp-martanegara-turan-166765465148.html,Bandung,107.635324,-6.937933
HO6372DE0660BB3ID,house,250000000,2,1,1,40,60,Rumah KPR murah Tanpa DP Di Jl. Rancamanyar Baleendah Bandung,https://www.lamudi.co.id/rumah-kpr-murah-tanpa-dp-di-jl-rancamanyar-baleend-166847232690.html,Bandung,107.59887,-6.98403
HO636661703136EID,house,850000000,2,2,,87,70,Rumah BARU Cluster Eklusive Panyileukan dkt POLDA Jabar Soetta [T594],https://www.lamudi.co.id/rumah-baru-cluster-eklusive-panyileukan-dkt-polda-166765400040.html,Bandung,107.7073688,-6.932218
KO636EA7B4B09ACID,kos,1650000000,9,9,,240,120,Rumah Kost Buah Batu Dalam Komplek Cluster,https://www.lamudi.co.id/rumah-kost-buah-batu-dalam-komplek-cluster-166819627650.html,Bandung,107.6385,-6.9721
HO5FFFC5DA32FF9ID,house,532000000,2,1,30,52,60,Villa di bandung murah bojongkoneng residence kantor pemasaran villa tropis dago,https://www.lamudi.co.id/villa-di-bandung-murah-bojongkoneng-residence-kantor-pemasaran-villa-tropis-dago.html,Bandung,107.64675,-6.90003
HO635A94EF65313ID,house,337000000,2,1,1,36,60,Rumah Premium Murah SHM Strategis Area Bojongsoang,https://www.lamudi.co.id/rumah-premium-murah-shm-strategis-area-bojongsoang-16668807519.html,Bandung,107.63361,-6.98056
HO5D79FFBE94B49ID,house,571968900,2,1,1,36,106,Rumah Baru di Bandung Soreang Panyirapan Sukanagara Cempaka Ciwidey Kopo,https://www.lamudi.co.id/rumah-baru-di-bandung-soreang-panyirapan-sukanagar-165889370447.html,Bandung,107.51399454521,-7.0542478091301
HO62DE440C9B9A8ID,house,350000000,2,1,1,50,60,RUMAH GRAHA BUKIT RAYA BANDUNG BARAT,https://www.lamudi.co.id/rumah-graha-bukit-raya-bandung-barat-165891235055.html,Bandung,107.51699,-6.834854
HO62E9FACA03906ID,house,725566000,3,2,1,52,52,Jual Rumah Baru dekat pusat kota bandung pasteur jatihandap mandalajati cicaheum,https://www.lamudi.co.id/jual-rumah-baru-dekat-pusat-kota-bandung-pasteur-j-165950125870.html,Bandung,107.66470812415,-6.887584918277
HO62BAAB5030096ID,house,12800000000,8,5,3,450,732,Rumah Belanda clasik murah di dekat Ahmad Yani sayap Riau kota Bandung,https://www.lamudi.co.id/rumah-belanda-clasik-di-dekat-ahmad-yani-sayap-riau-kota-bandung.html,Bandung,107.6190471,-6.906026
HO5D834198C4A4CID,house,808030000,2,1,1,36,91,Rumah Bandung Timur di Ciwastra Gedebage Buahbatu Margacinta Bojongsoang murah,https://www.lamudi.co.id/rumah-bandung-timur-di-ciwastra-gedebage-buahbatu-165872338995.html,Bandung,107.66622240476,-6.9700507899545
HO633065BD265D3ID,house,580000000,3,1,,45,70,GRIYA PERMATA HIJAU BANDUNG,https://www.lamudi.co.id/griya-permata-hijau-bandung-166411615798.html,Bandung,107.41083,-6.9975
HO6373453789765ID,house,300000000,3,3,1,121,123,RUMAH ASETKU – CILEUNYI (Rumah) KABUPATEN BANDUNG,https://www.lamudi.co.id/rumah-asetku-cileunyi-rumah-kabupaten-bandung-166849874321.html,Bandung,107.747672,-6.9314065
HO6373681303CF3ID,house,320000000,2,1,,40,60,RUMAH KPR DP 1 JT ALL IN DI GRAND PKJ RANCAMANYAR,https://www.lamudi.co.id/rumah-kpr-dp-cuman-1-juta-udh-all-in-perum-grand-p-166850766788.html,Bandung,107.60694,-7.18806
HO637066934B30AID,house,890000000,3,2,,90,100,Rumah mewah 2lantai harga murah lokasi strategis bebas banjir,https://www.lamudi.co.id/rumah-minimalis-harga-ekonomis-166831067591.html,Bandung,107.64519,-6.98571
HO632C7F446D9EFID,house,6500000000,4,2,1,350,500,Jual rumah area jalan Asia Afrika,https://www.lamudi.co.id/jual-rumah-area-jalan-asia-afrika-166386054870.html,Bandung,107.623744,-6.92435
HO634F9B795BC30ID,house,130000000,2,1,1,30,42,NUSA PERMATA INDAH,https://www.lamudi.co.id/nusa-permata-indah-166616152992.html,Bandung,107.60556,-7.00056
HO636DC6B5507E6ID,house,600000000,2,1,1,50,75,rumah minimalis modern Bandung selatan,https://www.lamudi.co.id/rumah-minimalis-modern-bandung-selatan-166813867780.html,Bandung,107.5477,-6.93382
CO631FEF06941E0ID,commercial-1,11500000000,,0,,800,1085,Dijual cepat gudang siap pakai lokasi strategis di Kopo Jaya,https://www.lamudi.co.id/dijual-cepat-gudang-siap-pakai-lokasi-strategis-di-166303719066.html,Bandung,106.904854,-6.653733
HO63730B6806DF8ID,house,497000000,2,2,20,50,60,5 promo 497 perumahan baru 2 lantai di lembang cluster santorini lembang bandung,https://www.lamudi.co.id/5-promo-497-perumahan-baru-2-lantai-di-lembang-clu-166848394444.html,Bandung,107.61346,-6.81621
HO63760498DB5C7ID,house,650000000,2,1,,90,143,JUAL CEPAT RUMAH CILEUNYI BANDUNG,https://www.lamudi.co.id/jual-cepat-rumah-cileunyi-bandung-16686788089.html,Bandung,107.74198398455,-6.9336155421128
HO6375F669769B0ID,house,900000000,3,2,1,70,80,Super Murah Hunian Exclusive Fasilitas Premium Strategis Area Turangga,https://www.lamudi.co.id/super-murah-hunian-exclusive-fasilitas-premium-str-166867517763.html,Bandung,107.63496,-6.93167
LA6375E9F47A0D5ID,land,968000000,,,,,176,Resor Dago Pakar - dibawah harga pasaran,https://www.lamudi.co.id/resor-dago-pakar-dibawah-harga-pasaran-166867198883.html,Bandung,107.65291131246,-6.859945216912
HO5F36725168F4FID,house,2900000000,3,2,2,300,200,rumah lux siap huni di komplek perumahan singgasana pradana,https://www.lamudi.co.id/rumah-lux-siap-huni-di-komplek-perumahan-singgasana-pradana-1.html,Bandung,107.603277,-6.951883
LA6323D1920F789ID,land,240000000,,,,,160,Dijual Tanah Ciparay Bandung; Bisa Cicil 12kali,https://www.lamudi.co.id/dijual-tanah-ciparay-bandung-bisa-cicil-12kali-166329179454.html,Bandung,107.3325,-7.0349
CO5D6F95A53C62CID,commercial-1,22000000000,,,0,1000,490,gedung di jln lengkong,https://www.lamudi.co.id/gedung-di-jln-lengkong.html,Bandung,107.626978,-6.929357
HO63560476EBF7DID,house,35000000000,8,4,20,440,6072,TownHouse asri dan nyaman siap huni di Ciumbuleuit Bandung Jawa Barat,https://www.lamudi.co.id/townhouse-asri-dan-nyaman-siap-huni-di-ciumbuleuit-166658162299.html,Bandung,107.61379,-6.85147
HO6302EA3315882ID,house,2200000000,4,3,2,250,175,Rumah Mewah harga Wah,https://www.lamudi.co.id/rumah-mewah-harga-wah-166113541180.html,Bandung,107.5962237,-6.8623061
CO635A6A49D8325ID,commercial-1,1250000000,,,,120,60,Dijual Ruko Taman Kopo Katapang,https://www.lamudi.co.id/dijual-ruko-taman-kopo-katapang-16668698335.html,Bandung,107.55177,-7.01236
HO62DA5161AAAE6ID,house,11000000000,7,7,16,806,971,Rumah Mewah dikawasan elite Kota Bandung,https://www.lamudi.co.id/rumah-mewah-dikawasan-elite-kota-bandung-165847484982.html,Bandung,107.58236815264,-6.8755359976074
HO6310665CC34E4ID,house,280000000,2,1,1,36,60,"Bumi Cijati Asri, Cluster murah di lingkungan nyaman dan sejuk",https://www.lamudi.co.id/bumi-cijati-asri-cluster-murah-di-lingkungan-nyama-166201916438.html,Bandung,107.62778,-7.01167
CO5D5FB74BAEB8CID,commercial-1,100000000000,,,0,2000,5000,Gudang Ujungberung,https://www.lamudi.co.id/gudang-ujungberung-1.html,Bandung,107.580433,-6.904741
HO626678785B5C4ID,house,2600000000,3,5,1,170,121,Rumah minimalis cantik,https://www.lamudi.co.id/rumah-minimalis-cantik-21.html,Bandung,107.62448,-6.9458
CO62B509A743784ID,commercial-1,2900000000,,,,200,159,Turun Harga RUKO 2lantai Area Ciateul Regol Dijual Cepat Bandung Kota,https://www.lamudi.co.id/turun-harga-ruko-2lantai-area-ciateul-regol-dijual-cepat-bandung-kota.html,Bandung,108.38886,-7.365351
HO62666896B5E25ID,house,800000000,2,1,1,80,110,Rumah Cantik Siap Huni Taman Cibaduyut Indah I Bandung,https://www.lamudi.co.id/rumah-cantik-siap-huni-taman-cibaduyut-indah-i-bandung.html,Bandung,107.593915,-6.950059
ID594CO63VQQINTRESID,commercial-1,15000000000,,,10,930,713,Gudang Terusan Buah batu Bandung,https://www.lamudi.co.id/gudang-terusan-buah-batu-bandung-1034036-11.html,Bandung,107.6191228,-6.9174639
HO61E778BCDDA5DID,house,627000000,3,2,15,54,60,"Rumah 2 Lantai,  Bumi Pratama Asri di Bandung Timur",https://www.lamudi.co.id/rumah-2-lantai-bumi-pratama-asri-di-bandung-timur.html,Bandung,107.76857284668,-6.9020245062378
LA5F5F455529ECAID,land,161700000,,,,,66,Kavling di Bandung Selatan Casa De Soroja Murah 2jtan saja Murah,https://www.lamudi.co.id/kavling-di-bandung-selatan-casa-de-soroja-murah-2j-16593430269.html,Bandung,107.55444,-7.04246
HO624687278F046ID,house,2200000000,4,2,2,105,168,DIJUAL Rumah Sayap di Ciateul Bandung,https://www.lamudi.co.id/dijual-rumah-sayap-di-ciateul-bandung.html,Bandung,107.609038,-6.934445
HO633FA2B29C253ID,house,720000000,2,2,1,90,112,Rumah Murah Komplek Pharmindo Cijerah,https://www.lamudi.co.id/rumah-murah-komplek-pharmindo-cijerah-166511480211.html,Bandung,107.56478,-6.93101
LA63627E3A29640ID,land,120000000,,,,,100,Jual Kavling Tanah 100jtan Area Wisata Ciwidey Terbaik Di Kelasnya,https://www.lamudi.co.id/jual-kavling-tanah-100jtan-area-wisata-ciwidey-ter-166739922696.html,Bandung,107.44069,-7.1124
CO5F521E64EB5E6ID,commercial-1,60000000000,,,0,2000,4000,Dijual/Sewa Gudang Produktif di Jl Soekarno Hatta Bandung,https://www.lamudi.co.id/dijual-sewa-gudang-produktif-di-jl-soekarno-hatta-bandung.html,Bandung,107.6489677,-6.9431017
HO6184B6D436B1BID,house,712000000,2,2,,50,66,Rumah  Islami  murah 2 lt  di Padasuka Bandung,https://www.lamudi.co.id/rumah-islami-murah-2-lt-di-padasuka-bandung.html,Bandung,107.623302,-6.907542
HO604F727F9DA23ID,house,1231825000,3,3,,65,136,Rumah mewah 2 lantai dekat kawasan pendidikan jatinangor Bandung timur,https://www.lamudi.co.id/rumah-mewah-2-lantai-dekat-kawasan-pendidikan-jatinangor-bandung-timur.html,Bandung,107.74097921711,-6.9412987006546
LA62DF5687CC9E6ID,land,1281000000,,,,,183,kavling di tengah kota..lokasi strategis,https://www.lamudi.co.id/kavling-di-tengah-kota-lokasi-strategis-165880384764.html,Bandung,107.636076,-6.927541
HO6337801949293ID,house,930000000,2,2,1,60,85,Dijual Rumah Mewah Sisa 2 Unit Lagi Di Cisaranten Bandung,https://www.lamudi.co.id/dijual-rumah-mewah-sisa-2-unit-lagi-di-cisaranten-166458165732.html,Bandung,107.68444,-6.92361
HO62539FF6C5724ID,house,545292000,2,1,1,36,68,Rumah Cantik Terbaik Dekat Kota Bandung dekat dengan Fasilitas Pendidikan ,https://www.lamudi.co.id/rumah-cantik-terbaik-dekat-kota-bandung-dekat-dengan-fasilitas-pendidikan.html,Bandung,107.72111,-6.94
HO628DF551D39ABID,house,331575000,2,1,4,45,72,"rumah tipe 45/72 kualitas sultan Bisa KPR,bandung",https://www.lamudi.co.id/rumah-tipe-45-72-kualitas-sultan-bisa-kpr-bandung.html,Bandung,107.54639,-6.81639
HO5D5FB77A40B23ID,house,2000000000,5,3,0,190,167,Rumah Kompleks Singgasana Pradana,https://www.lamudi.co.id/rumah-kompleks-singgasana-pradana.html,Bandung,107.61056,-6.95722
HO6203054AB78C0ID,house,1480500000,3,2,1,65,92,"Rumah Cantik, Akses Strategis, Hanya 3 KM-an dari Exit Tol Pasteur. Mau??",https://www.lamudi.co.id/rumah-cantik-akses-strategis-hanya-3-km-an-dari-exit-tol-pasteur-mau-2.html,Bandung,107.40889,-6.73389
HO6315C7DAE39E8ID,house,425000000,8,4,1,120,64,"Kos2an 2 lantai di dekat Carrefour Kiaracondong income 38,4 jt/th",https://www.lamudi.co.id/kos2an-2-lantai-di-dekat-carrefour-kiaracondong-in-166237180253.html,Bandung,107.70583,-6.95806
HO63035DF4513D9ID,house,3300000000,5,3,1,275,355,Rumah Murah Lokasi Premium Cigadung Harga dibawah pasar,https://www.lamudi.co.id/rumah-murah-lokasi-premium-cigadung-harga-dibawah-166116504440.html,Bandung,107.62472,-6.88056
HO621C2B5FCC727ID,house,2200000000,3,2,,0,123,rumah cahaya levata sharon,https://www.lamudi.co.id/rumah-cahaya-levata-sharon.html,Bandung,107.6535667,-6.9536868
HO623C735B883B7ID,house,1679000000,4,3,1,95,172,Rumah Islami Cikutra Bandung Dekat Pusat Kota,https://www.lamudi.co.id/rumah-islami-cikutra-bandung-dekat-pusat-kota.html,Bandung,107.63806,-6.89333
CO625F8EBBAC910ID,commercial-1,3800000000,,,,200,0,2unit ruko pinggir jalan Gunung Batu cocok untuk usaha apa saja,https://www.lamudi.co.id/2unit-ruko-pinggir-jalan-gunung-batu-cocok-untuk-usaha-apa-saja.html,Bandung,107.607608,-6.890485
LA63075501A6EBBID,land,624000000,,,,,156,Tanah Bandung Kota Luasan 156 m2 Bisa Bayar 12 Kali Tanpa Bunga,https://www.lamudi.co.id/tanah-bandung-kota-luasan-156-m2-bisa-bayar-12-kal-166142489776.html,Bandung,107.63694,-6.95444
HO6268CDC85DA12ID,house,395000000,2,1,15,30,60,Rumah Minimalis Harga Terjangkau dekat Exit Tol Cileunyi,https://www.lamudi.co.id/rumah-minimalis-harga-terjangkau-dekat-exit-tol-cileunyi.html,Bandung,107.73127,-6.929505
AP5F3681258B81AID,apartment,2500000000,2,0,0,78,,Apartemen Lokasi Prestisius,https://www.lamudi.co.id/apartemen-lokasi-prestisius.html,Bandung,107.60139,-6.88167
HO6361D130CC579ID,house,850000000,2,2,1,87,120,For Sale Rumah Siap Huni di Antapani Bandung,https://www.lamudi.co.id/for-sale-rumah-siap-huni-di-antapani-bandung-166735492820.html,Bandung,107.6603,-6.91708
LA6215D8D9C67F1ID,land,3500000000,,,0,,2800,Tanah Kebun Cocok Untuk Villa Di Cisarua Lembang View Kota Bandung,https://www.lamudi.co.id/tanah-kebun-cocok-untuk-villa-di-cisarua-lembang-view-kota-bandung.html,Bandung,106.936071,-6.662053
AP635A19C0E5735ID,apartment,160000000,1,1,,26,,"Unit Apartemen Emerald Kawaluyaan Kota, Harga Cash Dibawah Harga Dvp",https://www.lamudi.co.id/unit-apartemen-emerald-kawaluyaan-kota-harga-cash-166684921686.html,Bandung,107.58755725397,-6.946712797956
LA5F3542C4BA2F1ID,land,8225000000,,,0,,4700,Tanah Cimareme Bandung,https://www.lamudi.co.id/tanah-cimareme-bandung-2.html,Bandung,107.451054,-6.897296
HO62392FEC689FAID,house,850000000,2,1,,75,81,Rumah di Komplek Batu Mas,https://www.lamudi.co.id/rumah-di-komplek-batu-mas-1.html,Bandung,107.64083,-6.93472
HO627C6EE6E096AID,house,900000000,3,3,,120,60,Dijual Rumah nyaman di Gempol asri,https://www.lamudi.co.id/dijual-rumah-nyaman-di-gempol-asri.html,Bandung,107.557241,-6.942272
HO6314553936CBAID,house,1399999999,2,1,2,81,172,Rumah Kota Bandung Utara Rumah Tol Pasteur,https://www.lamudi.co.id/rumah-kota-bandung-utara-rumah-tol-pasteur-166227692159.html,Bandung,107.57953019902,-6.8689460960193
HO62E8AA63D4777ID,house,375000000,2,1,,36,60,Sharia Islamic Soreang - Perumahan Soreang Bandung,https://www.lamudi.co.id/rumah-syariah-perumahan-kpr-soreang-hunian-islami-165941513912.html,Bandung,107.54714271658,-7.0623953437207
HO629FD709A0B5AID,house,800000000,2,2,2,90,60,RUMAH MURAH BAGUS JARANG ADA DI PAJAJARAN PASIRKALIKI BANDUNG ,https://www.lamudi.co.id/rumah-murah-bagus-jarang-ada-di-pajajaran-pasirkaliki-bandung.html,Bandung,107.610171,-6.906996
LA62943B12F1662ID,land,1028000000,,,,,514,Tanah strategis murah  pinggir jalan soreang ciwidey,https://www.lamudi.co.id/tanah-strategis-murah-pinggir-jalan-soreang-ciwidey.html,Bandung,107.73639,-7.1125
HO62B16AB3E1741ID,house,412000000,2,1,,40,66,Perumahan Syariah Bandung Soreang,https://www.lamudi.co.id/promo-perumahan-baru-di-cimahi-cipageran-cipageran-city-view.html,Bandung,107.54683284124,-7.0623100548119
HO61A5958B81E16ID,house,1200000000,3,2,1,170,156,Rumah Bagus di Cimindi Bandung/NY,https://www.lamudi.co.id/rumah-bagus-di-cimindi-bandung-ny.html,Bandung,107.322778,-7.030556
HO62C65DFC161F3ID,house,17000000000,10,5,,255,870,Rumah Lama Strategis Sayap Malabar Bandung,https://www.lamudi.co.id/rumah-lama-strategis-sayap-malabar-bandung.html,Bandung,107.638056,-7.129722
HO633400A3CBCB6ID,house,486000000,2,1,1,38,82,Rumah ujung berung bandung kpr dp 5 juta  air bersih sejuk nyaman strategis,https://www.lamudi.co.id/rumah-ujung-berung-bandung-kpr-dp-5-juta-air-bersi-166435241994.html,Bandung,107.697994,-6.918664
HO6307162E4CB85ID,house,2250000000,4,3,2,198,211,RUMAH FULL RENOVASI DI MELONG ASIH BELAKANG BORMA CIJERAH,https://www.lamudi.co.id/rumah-full-renovasi-di-melong-asih-belakang-borma-166140881416.html,Bandung,107.567388,-6.918269
LA5F7C0509DFF35ID,land,19500000000,,,,,7000,Lahan Matang Siap Bangun untuk Cluster di area Premium Cigadung Dago Bandung,https://www.lamudi.co.id/lahan-matang-siap-bangun-untuk-cluster-di-area-premium-cigadung-dago-bandung.html,Bandung,107.62497,-6.87559
HO62E8FF9068FB1ID,house,1300000000,4,2,2,230,250,Rumah Full Furnished Siap Huni Riung Bandung,https://www.lamudi.co.id/rumah-full-furnished-siap-huni-riung-bandung-165943694468.html,Bandung,107.67576400055,-6.9587865192212
LA6310350448DD1ID,land,260300000,,,,,137,"Dekat RS Hermina Arcamanik 1,9 Jt/M2 Tanah Kavling SHM",https://www.lamudi.co.id/dekat-rs-hermina-arcamanik-1-9-jt-m2-tanah-kavling-166200653259.html,Bandung,107.62444,-6.86222
HO6325DC1FC4F0AID,house,30000000000,26,12,10,540,1347,"Hitung Tanah, 400m dari Unpar. Rukost Luas di Jl.Ciumbuleuit",https://www.lamudi.co.id/hitung-tanah-400m-dari-unpar-rukost-luas-di-jl-ciu-166342556722.html,Bandung,107.60408591139,-6.8769537405307
CO5E6C4FEB4DE03ID,commercial-1,4575520000,,,,288,564,Gudang Murah Bandung Berijin Usaha Kawasan Industri PROMO DP BISA DICICIL,https://www.lamudi.co.id/gudang-murah-bandung-berijin-usaha-kawasan-industri-promo-dp-bisa-dicicil.html,Bandung,107.81861,-6.96917
HO624A92C4217B5ID,house,1650000000,4,3,,180,99,Rumah Komplek Djati Cluster Pasirjati Cilengkrang Bandung,https://www.lamudi.co.id/rumah-komplek-djati-cluster-pasirjati-cilengkrang-bandung.html,Bandung,107.67917,-7.08222
LA63149F74F138FID,land,50000000,,,,,80,Jual Tanah 50Jt Bandung,https://www.lamudi.co.id/jual-tanah-50jt-bandung-166229592431.html,Bandung,107.59389,-6.92028
LA62D62F2A528CCID,land,3307500000,,,,,735,Jual tanah Pinggir jalan Cileunyi,https://www.lamudi.co.id/jual-tanah-pinggir-jalan-cileunyi.html,Bandung,107.74432654163,-6.9409066916141
HO62550D7282147ID,house,723470275,2,1,,45,95,Tanpa DP bisa mendapatkan rumah milenial ala Art Deco ,https://www.lamudi.co.id/tanpa-dp-bisa-mendapatkan-rumah-milenial-ala-art-deco.html,Bandung,107.61055091951,-6.9548949473187
HO635C5DB9C1F89ID,house,2900000000,12,15,1,228,149,Dijual cepat Kost 2 lantai dekat Buahbatu,https://www.lamudi.co.id/dijual-cepat-kost-2-lantai-dekat-buahbatu-166699768979.html,Bandung,107.62817363495,-6.8126074723402
